query_id,fold,variant,query_text,original_text,ground_truth
221,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: От чего зависит сумма бонусов которыми можно оплатить заказ?",От чего зависит сумма бонусов которыми можно оплатить заказ?,4214
221,0,topic_distractor,"От чего зависит сумма бонусов которыми можно оплатить заказ? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.",От чего зависит сумма бонусов которыми можно оплатить заказ?,4214
221,0,mask_entities,От чего зависит сумма бонусов которыми можно оплатить заказ?,От чего зависит сумма бонусов которыми можно оплатить заказ?,4214
233,0,original,"здравствуйте,почему такая дорогая доставка","здравствуйте,почему такая дорогая доставка",1951
233,0,case_punct,"!!! ЗДРАВСТВУЙТЕ,ПОЧЕМУ ТАКАЯ ДОРОГАЯ ДОСТАВКА ???","здравствуйте,почему такая дорогая доставка",1951
233,0,typo_delete,"здравствуйте,почему такя дорогая доставка","здравствуйте,почему такая дорогая доставка",1951
233,0,typo_swap,"здравствуйте,почему такая дроогая доставка","здравствуйте,почему такая дорогая доставка",1951
233,0,typo_keyboard,"здравствуйте,почему такая дооогая доставка","здравствуйте,почему такая дорогая доставка",1951
233,0,typo_two,"здравствуйте,почему такая доргая достаака","здравствуйте,почему такая дорогая доставка",1951
233,0,drop_content,"здравствуйте,почему такая дорогая","здравствуйте,почему такая дорогая доставка",1951
233,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: здравствуйте,почему такая дорогая доставка","здравствуйте,почему такая дорогая доставка",1951
233,0,topic_distractor,"здравствуйте,почему такая дорогая доставка Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","здравствуйте,почему такая дорогая доставка",1951
233,0,mask_entities,"здравствуйте,почему такая дорогая доставка","здравствуйте,почему такая дорогая доставка",1951
239,0,original,"Если я откажусь от товара , то мне вернут деньги за товар и доставку??","Если я откажусь от товара , то мне вернут деньги за товар и доставку??",4400
239,0,case_punct,"!!! еСЛИ Я ОТКАЖУСЬ ОТ ТОВАРА , ТО МНЕ ВЕРНУТ ДЕНЬГИ ЗА ТОВАР И ДОСТАВКУ?? ???","Если я откажусь от товара , то мне вернут деньги за товар и доставку??",4400
239,0,typo_delete,"Если я откажусь от товара , то мне вернут деньги за товар и доставу??","Если я откажусь от товара , то мне вернут деньги за товар и доставку??",4400
239,0,typo_swap,"Если я откажусь от товара , то мне вернут деньги за товар и достакву??","Если я откажусь от товара , то мне вернут деньги за товар и доставку??",4400
239,0,typo_keyboard,"Если я откажксь от товара , то мне вернут деньги за товар и доставку??","Если я откажусь от товара , то мне вернут деньги за товар и доставку??",4400
239,0,typo_two,"Если я откаусь от товара , то мне вернут денбги за товар и доставку??","Если я откажусь от товара , то мне вернут деньги за товар и доставку??",4400
239,0,drop_content,"Если я откажусь от , то мне вернут деньги за товар и доставку??","Если я откажусь от товара , то мне вернут деньги за товар и доставку??",4400
239,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Если я откажусь от товара , то мне вернут деньги за товар и доставку??","Если я откажусь от товара , то мне вернут деньги за товар и доставку??",4400
239,0,topic_distractor,"Если я откажусь от товара , то мне вернут деньги за товар и доставку?? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","Если я откажусь от товара , то мне вернут деньги за товар и доставку??",4400
239,0,mask_entities,"Если я откажусь от товара , то мне вернут деньги за товар и доставку??","Если я откажусь от товара , то мне вернут деньги за товар и доставку??",4400
240,0,original,"Добрый день Оформили заказ И у меня списывают <MONEY> скидку, за что?","Добрый день Оформили заказ И у меня списывают <MONEY> скидку, за что?",2698 4214
240,0,case_punct,"!!! дОБРЫЙ ДЕНЬ оФОРМИЛИ ЗАКАЗ и У МЕНЯ СПИСЫВАЮТ <money> СКИДКУ, ЗА ЧТО? ???","Добрый день Оформили заказ И у меня списывают <MONEY> скидку, за что?",2698 4214
240,0,typo_delete,"Добрый день Оформили заказ И у меня списывают <MONEY> скдку, за что?","Добрый день Оформили заказ И у меня списывают <MONEY> скидку, за что?",2698 4214
240,0,typo_swap,"Добрый день Оформили заказ И у меня сипсывают <MONEY> скидку, за что?","Добрый день Оформили заказ И у меня списывают <MONEY> скидку, за что?",2698 4214
240,0,typo_keyboard,"Добрый день Оформили заказ И у меня списывают <MONEY> скижку, за что?","Добрый день Оформили заказ И у меня списывают <MONEY> скидку, за что?",2698 4214
240,0,typo_two,"Добрый день Оформили заказ И у меня списывают <MONEY> сижку, за что?","Добрый день Оформили заказ И у меня списывают <MONEY> скидку, за что?",2698 4214
240,0,drop_content,"Добрый день заказ И у меня списывают <MONEY> скидку, за что?","Добрый день Оформили заказ И у меня списывают <MONEY> скидку, за что?",2698 4214
240,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Добрый день Оформили заказ И у меня списывают <MONEY> скидку, за что?","Добрый день Оформили заказ И у меня списывают <MONEY> скидку, за что?",2698 4214
240,0,topic_distractor,"Добрый день Оформили заказ И у меня списывают <MONEY> скидку, за что? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","Добрый день Оформили заказ И у меня списывают <MONEY> скидку, за что?",2698 4214
240,0,mask_entities,"Добрый день Оформили заказ И у меня списывают <ENTITY> скидку, за что?","Добрый день Оформили заказ И у меня списывают <MONEY> скидку, за что?",2698 4214
245,0,original,"Проверку авто, не увидел сообщение что надо пройти проверку","Проверку авто, не увидел сообщение что надо пройти проверку",4423
245,0,case_punct,"!!! пРОВЕРКУ АВТО, НЕ УВИДЕЛ СООБЩЕНИЕ ЧТО НАДО ПРОЙТИ ПРОВЕРКУ ???","Проверку авто, не увидел сообщение что надо пройти проверку",4423
245,0,typo_delete,"Проверку авто, не уидел сообщение что надо пройти проверку","Проверку авто, не увидел сообщение что надо пройти проверку",4423
245,0,typo_swap,"Проверку авто, не увидел сообщение что надо пройти проеврку","Проверку авто, не увидел сообщение что надо пройти проверку",4423
245,0,typo_keyboard,"Проверку авто, не увидел сообщегие что надо пройти проверку","Проверку авто, не увидел сообщение что надо пройти проверку",4423
245,0,typo_two,"Проверку авто, не увидл сообщение что надо пройти проаерку","Проверку авто, не увидел сообщение что надо пройти проверку",4423
245,0,drop_content,"Проверку авто, не увидел сообщение что надо пройти","Проверку авто, не увидел сообщение что надо пройти проверку",4423
245,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Проверку авто, не увидел сообщение что надо пройти проверку","Проверку авто, не увидел сообщение что надо пройти проверку",4423
245,0,topic_distractor,"Проверку авто, не увидел сообщение что надо пройти проверку Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","Проверку авто, не увидел сообщение что надо пройти проверку",4423
245,0,mask_entities,"Проверку авто, не увидел сообщение что надо пройти проверку","Проверку авто, не увидел сообщение что надо пройти проверку",4423
253,0,original,"Отказался от товара , возврата денег нет","Отказался от товара , возврата денег нет",4400
253,0,case_punct,"!!! оТКАЗАЛСЯ ОТ ТОВАРА , ВОЗВРАТА ДЕНЕГ НЕТ ???","Отказался от товара , возврата денег нет",4400
253,0,typo_delete,"Отказася от товара , возврата денег нет","Отказался от товара , возврата денег нет",4400
253,0,typo_swap,"Отказался от товара , вовзрата денег нет","Отказался от товара , возврата денег нет",4400
253,0,typo_keyboard,"Отказался от товара , влзврата денег нет","Отказался от товара , возврата денег нет",4400
253,0,typo_two,"Оьказался от товара , возврата днег нет","Отказался от товара , возврата денег нет",4400
253,0,drop_content,"Отказался от товара , возврата нет","Отказался от товара , возврата денег нет",4400
253,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Отказался от товара , возврата денег нет","Отказался от товара , возврата денег нет",4400
253,0,topic_distractor,"Отказался от товара , возврата денег нет Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","Отказался от товара , возврата денег нет",4400
253,0,mask_entities,"Отказался от товара , возврата денег нет","Отказался от товара , возврата денег нет",4400
263,0,original,"Здравствуйте.Подскажите,как вернуть товар после выкупа,но в объявлении есть значок на возврат 3дня.","Здравствуйте.Подскажите,как вернуть товар после выкупа,но в объявлении есть значок на возврат 3дня.",4400
263,0,case_punct,"!!! зДРАВСТВУЙТЕ.пОДСКАЖИТЕ,КАК ВЕРНУТЬ ТОВАР ПОСЛЕ ВЫКУПА,НО В ОБЪЯВЛЕНИИ ЕСТЬ ЗНАЧОК НА ВОЗВРАТ 3ДНЯ. ???","Здравствуйте.Подскажите,как вернуть товар после выкупа,но в объявлении есть значок на возврат 3дня.",4400
263,0,typo_delete,"Здравствуйте.Подскажите,как вернуть товар после выкупа,но в объявлении есть значок на возват 3дня.","Здравствуйте.Подскажите,как вернуть товар после выкупа,но в объявлении есть значок на возврат 3дня.",4400
263,0,typo_swap,"Здравствуйте.Подскажите,как венруть товар после выкупа,но в объявлении есть значок на возврат 3дня.","Здравствуйте.Подскажите,как вернуть товар после выкупа,но в объявлении есть значок на возврат 3дня.",4400
263,0,typo_keyboard,"Здравствуйте.Подскажите,как вернуть товар после выкупа,но в объявленти есть значок на возврат 3дня.","Здравствуйте.Подскажите,как вернуть товар после выкупа,но в объявлении есть значок на возврат 3дня.",4400
263,0,typo_two,"Здравствуйте.Подскажите,как веонуть товар посе выкупа,но в объявлении есть значок на возврат 3дня.","Здравствуйте.Подскажите,как вернуть товар после выкупа,но в объявлении есть значок на возврат 3дня.",4400
263,0,drop_content,"Здравствуйте.Подскажите,как товар после выкупа,но в объявлении есть значок на возврат 3дня.","Здравствуйте.Подскажите,как вернуть товар после выкупа,но в объявлении есть значок на возврат 3дня.",4400
263,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Здравствуйте.Подскажите,как вернуть товар после выкупа,но в объявлении есть значок на возврат 3дня.","Здравствуйте.Подскажите,как вернуть товар после выкупа,но в объявлении есть значок на возврат 3дня.",4400
263,0,topic_distractor,"Здравствуйте.Подскажите,как вернуть товар после выкупа,но в объявлении есть значок на возврат 3дня. Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","Здравствуйте.Подскажите,как вернуть товар после выкупа,но в объявлении есть значок на возврат 3дня.",4400
263,0,mask_entities,"Здравствуйте.Подскажите,как вернуть товар после выкупа,но в объявлении есть значок на возврат <NUMBER>дня.","Здравствуйте.Подскажите,как вернуть товар после выкупа,но в объявлении есть значок на возврат 3дня.",4400
264,0,original,как отправить крупногабаритный груз 35 кг из кирова доставкой?,как отправить крупногабаритный груз 35 кг из кирова доставкой?,4286 4328
264,0,case_punct,!!! КАК ОТПРАВИТЬ КРУПНОГАБАРИТНЫЙ ГРУЗ 35 КГ ИЗ КИРОВА ДОСТАВКОЙ? ???,как отправить крупногабаритный груз 35 кг из кирова доставкой?,4286 4328
264,0,typo_delete,как отправить крупногабаритный груз 35 кг из кироа доставкой?,как отправить крупногабаритный груз 35 кг из кирова доставкой?,4286 4328
264,0,typo_swap,как отправить крупногабаритный груз 35 кг из кирова досатвкой?,как отправить крупногабаритный груз 35 кг из кирова доставкой?,4286 4328
264,0,typo_keyboard,как отпрпвить крупногабаритный груз 35 кг из кирова доставкой?,как отправить крупногабаритный груз 35 кг из кирова доставкой?,4286 4328
264,0,typo_two,как отправить крупногабаритный груз 35 кг из кирова дставеой?,как отправить крупногабаритный груз 35 кг из кирова доставкой?,4286 4328
264,0,drop_content,как отправить крупногабаритный груз 35 кг из доставкой?,как отправить крупногабаритный груз 35 кг из кирова доставкой?,4286 4328
264,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: как отправить крупногабаритный груз 35 кг из кирова доставкой?",как отправить крупногабаритный груз 35 кг из кирова доставкой?,4286 4328
264,0,topic_distractor,"как отправить крупногабаритный груз 35 кг из кирова доставкой? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.",как отправить крупногабаритный груз 35 кг из кирова доставкой?,4286 4328
264,0,mask_entities,как отправить крупногабаритный груз <NUMBER> кг из кирова доставкой?,как отправить крупногабаритный груз 35 кг из кирова доставкой?,4286 4328
268,0,original,"Спасибо! А подскажите, вернется ли полная сумма за заказ с учетом доставки? Или только за сам товар?","Спасибо! А подскажите, вернется ли полная сумма за заказ с учетом доставки? Или только за сам товар?",2865 4387 4400
268,0,case_punct,"!!! сПАСИБО! а ПОДСКАЖИТЕ, ВЕРНЕТСЯ ЛИ ПОЛНАЯ СУММА ЗА ЗАКАЗ С УЧЕТОМ ДОСТАВКИ? иЛИ ТОЛЬКО ЗА САМ ТОВАР? ???","Спасибо! А подскажите, вернется ли полная сумма за заказ с учетом доставки? Или только за сам товар?",2865 4387 4400
268,0,typo_delete,"Спасибо! А подскажите, вернется ли полная сумма за заказ с учетом достави? Или только за сам товар?","Спасибо! А подскажите, вернется ли полная сумма за заказ с учетом доставки? Или только за сам товар?",2865 4387 4400
268,0,typo_swap,"Спасибо! А подскажите, вернтеся ли полная сумма за заказ с учетом доставки? Или только за сам товар?","Спасибо! А подскажите, вернется ли полная сумма за заказ с учетом доставки? Или только за сам товар?",2865 4387 4400
268,0,typo_keyboard,"Спасибо! А подскажите, вергется ли полная сумма за заказ с учетом доставки? Или только за сам товар?","Спасибо! А подскажите, вернется ли полная сумма за заказ с учетом доставки? Или только за сам товар?",2865 4387 4400
268,0,typo_two,"Сасибо! А подскажите, вернется ли полная сумма за заказ с учетом доставеи? Или только за сам товар?","Спасибо! А подскажите, вернется ли полная сумма за заказ с учетом доставки? Или только за сам товар?",2865 4387 4400
268,0,drop_content,"Спасибо! А подскажите, вернется ли полная сумма за заказ с доставки? Или только за сам товар?","Спасибо! А подскажите, вернется ли полная сумма за заказ с учетом доставки? Или только за сам товар?",2865 4387 4400
268,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Спасибо! А подскажите, вернется ли полная сумма за заказ с учетом доставки? Или только за сам товар?","Спасибо! А подскажите, вернется ли полная сумма за заказ с учетом доставки? Или только за сам товар?",2865 4387 4400
268,0,topic_distractor,"Спасибо! А подскажите, вернется ли полная сумма за заказ с учетом доставки? Или только за сам товар? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","Спасибо! А подскажите, вернется ли полная сумма за заказ с учетом доставки? Или только за сам товар?",2865 4387 4400
268,0,mask_entities,"Спасибо! А подскажите, вернется ли полная сумма за заказ с учетом доставки? Или только за сам товар?","Спасибо! А подскажите, вернется ли полная сумма за заказ с учетом доставки? Или только за сам товар?",2865 4387 4400
274,0,original,Добрый день! Как отправить из Тюмени в Ростов на Дону 8 болмтеров для йоги и 16 деревянных кирпичей?,Добрый день! Как отправить из Тюмени в Ростов на Дону 8 болмтеров для йоги и 16 деревянных кирпичей?,4234
274,0,case_punct,!!! дОБРЫЙ ДЕНЬ! кАК ОТПРАВИТЬ ИЗ тЮМЕНИ В рОСТОВ НА дОНУ 8 БОЛМТЕРОВ ДЛЯ ЙОГИ И 16 ДЕРЕВЯННЫХ КИРПИЧЕЙ? ???,Добрый день! Как отправить из Тюмени в Ростов на Дону 8 болмтеров для йоги и 16 деревянных кирпичей?,4234
274,0,typo_delete,Добрый день! Как отправить из Тюмени в Ростов на Дону 8 болмеров для йоги и 16 деревянных кирпичей?,Добрый день! Как отправить из Тюмени в Ростов на Дону 8 болмтеров для йоги и 16 деревянных кирпичей?,4234
274,0,typo_swap,Добрый день! Как отправить из Тюмени в Ростов на Дону 8 болмтеров для йоги и 16 деревяннхы кирпичей?,Добрый день! Как отправить из Тюмени в Ростов на Дону 8 болмтеров для йоги и 16 деревянных кирпичей?,4234
274,0,typo_keyboard,Добрый день! Как отпоавить из Тюмени в Ростов на Дону 8 болмтеров для йоги и 16 деревянных кирпичей?,Добрый день! Как отправить из Тюмени в Ростов на Дону 8 болмтеров для йоги и 16 деревянных кирпичей?,4234
274,0,typo_two,Добрый день! Как отправить из Тюмеги в Ростов на Дону 8 болмтеров для йоги и 16 дереянных кирпичей?,Добрый день! Как отправить из Тюмени в Ростов на Дону 8 болмтеров для йоги и 16 деревянных кирпичей?,4234
274,0,drop_content,Добрый день! Как отправить из Тюмени в Ростов на Дону 8 болмтеров для йоги и 16 кирпичей?,Добрый день! Как отправить из Тюмени в Ростов на Дону 8 болмтеров для йоги и 16 деревянных кирпичей?,4234
274,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Добрый день! Как отправить из Тюмени в Ростов на Дону 8 болмтеров для йоги и 16 деревянных кирпичей?",Добрый день! Как отправить из Тюмени в Ростов на Дону 8 болмтеров для йоги и 16 деревянных кирпичей?,4234
274,0,topic_distractor,"Добрый день! Как отправить из Тюмени в Ростов на Дону 8 болмтеров для йоги и 16 деревянных кирпичей? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.",Добрый день! Как отправить из Тюмени в Ростов на Дону 8 болмтеров для йоги и 16 деревянных кирпичей?,4234
274,0,mask_entities,Добрый день! Как отправить из Тюмени в Ростов на Дону <NUMBER> болмтеров для йоги и <NUMBER> деревянных кирпичей?,Добрый день! Как отправить из Тюмени в Ростов на Дону 8 болмтеров для йоги и 16 деревянных кирпичей?,4234
276,0,original,"Здравствуйте! Вернул товар, когда вернуться деньги?","Здравствуйте! Вернул товар, когда вернуться деньги?",2865 4219 4400
276,0,case_punct,"!!! зДРАВСТВУЙТЕ! вЕРНУЛ ТОВАР, КОГДА ВЕРНУТЬСЯ ДЕНЬГИ? ???","Здравствуйте! Вернул товар, когда вернуться деньги?",2865 4219 4400
276,0,typo_delete,"Здравствуйте! Венул товар, когда вернуться деньги?","Здравствуйте! Вернул товар, когда вернуться деньги?",2865 4219 4400
276,0,typo_swap,"Здравствуйте! Вренул товар, когда вернуться деньги?","Здравствуйте! Вернул товар, когда вернуться деньги?",2865 4219 4400
276,0,typo_keyboard,"Здравствуйте! Вергул товар, когда вернуться деньги?","Здравствуйте! Вернул товар, когда вернуться деньги?",2865 4219 4400
276,0,typo_two,"Здравствуйте! Вернкл товар, когда веруться деньги?","Здравствуйте! Вернул товар, когда вернуться деньги?",2865 4219 4400
276,0,drop_content,"Здравствуйте! Вернул товар, когда деньги?","Здравствуйте! Вернул товар, когда вернуться деньги?",2865 4219 4400
276,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Здравствуйте! Вернул товар, когда вернуться деньги?","Здравствуйте! Вернул товар, когда вернуться деньги?",2865 4219 4400
276,0,topic_distractor,"Здравствуйте! Вернул товар, когда вернуться деньги? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","Здравствуйте! Вернул товар, когда вернуться деньги?",2865 4219 4400
276,0,mask_entities,"Здравствуйте! Вернул товар, когда вернуться деньги?","Здравствуйте! Вернул товар, когда вернуться деньги?",2865 4219 4400
286,0,original,Не возвращаются деньги за заказ,Не возвращаются деньги за заказ,4219
286,0,case_punct,!!! нЕ ВОЗВРАЩАЮТСЯ ДЕНЬГИ ЗА ЗАКАЗ ???,Не возвращаются деньги за заказ,4219
286,0,typo_delete,Не взвращаются деньги за заказ,Не возвращаются деньги за заказ,4219
286,0,typo_swap,Не взовращаются деньги за заказ,Не возвращаются деньги за заказ,4219
286,0,typo_keyboard,Не возвращаютмя деньги за заказ,Не возвращаются деньги за заказ,4219
286,0,typo_two,Не возвращаютя денбги за заказ,Не возвращаются деньги за заказ,4219
286,0,drop_content,Не возвращаются за заказ,Не возвращаются деньги за заказ,4219
286,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Не возвращаются деньги за заказ",Не возвращаются деньги за заказ,4219
286,0,topic_distractor,"Не возвращаются деньги за заказ Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.",Не возвращаются деньги за заказ,4219
286,0,mask_entities,Не возвращаются деньги за заказ,Не возвращаются деньги за заказ,4219
290,0,original,Купил пакет проверок автотек как проверить авто которого нет на авито?,Купил пакет проверок автотек как проверить авто которого нет на авито?,4232
290,0,case_punct,!!! кУПИЛ ПАКЕТ ПРОВЕРОК АВТОТЕК КАК ПРОВЕРИТЬ АВТО КОТОРОГО НЕТ НА АВИТО? ???,Купил пакет проверок автотек как проверить авто которого нет на авито?,4232
290,0,typo_delete,Купил пакет проверок автотек как проерить авто которого нет на авито?,Купил пакет проверок автотек как проверить авто которого нет на авито?,4232
290,0,typo_swap,Купил пакет порверок автотек как проверить авто которого нет на авито?,Купил пакет проверок автотек как проверить авто которого нет на авито?,4232
290,0,typo_keyboard,Купил ппкет проверок автотек как проверить авто которого нет на авито?,Купил пакет проверок автотек как проверить авто которого нет на авито?,4232
290,0,typo_two,Куил пакет проверок авьотек как проверить авто которого нет на авито?,Купил пакет проверок автотек как проверить авто которого нет на авито?,4232
290,0,drop_content,Купил пакет проверок автотек как проверить авто нет на авито?,Купил пакет проверок автотек как проверить авто которого нет на авито?,4232
290,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Купил пакет проверок автотек как проверить авто которого нет на авито?",Купил пакет проверок автотек как проверить авто которого нет на авито?,4232
290,0,topic_distractor,"Купил пакет проверок автотек как проверить авто которого нет на авито? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.",Купил пакет проверок автотек как проверить авто которого нет на авито?,4232
290,0,mask_entities,Купил пакет проверок автотек как проверить авто которого нет на авито?,Купил пакет проверок автотек как проверить авто которого нет на авито?,4232
300,0,original,"Добрый день, почему мое объявление которое отклонено после правки, опять просит оплату, хотя оно оплачено?","Добрый день, почему мое объявление которое отклонено после правки, опять просит оплату, хотя оно оплачено?",2886 2894 3254
300,0,case_punct,"!!! дОБРЫЙ ДЕНЬ, ПОЧЕМУ МОЕ ОБЪЯВЛЕНИЕ КОТОРОЕ ОТКЛОНЕНО ПОСЛЕ ПРАВКИ, ОПЯТЬ ПРОСИТ ОПЛАТУ, ХОТЯ ОНО ОПЛАЧЕНО? ???","Добрый день, почему мое объявление которое отклонено после правки, опять просит оплату, хотя оно оплачено?",2886 2894 3254
300,0,typo_delete,"Добрый день, почему мое объявление которое отклонено после прави, опять просит оплату, хотя оно оплачено?","Добрый день, почему мое объявление которое отклонено после правки, опять просит оплату, хотя оно оплачено?",2886 2894 3254
300,0,typo_swap,"Добрый день, почему мое объявление которое отклонено после прваки, опять просит оплату, хотя оно оплачено?","Добрый день, почему мое объявление которое отклонено после правки, опять просит оплату, хотя оно оплачено?",2886 2894 3254
300,0,typo_keyboard,"Добрый день, почему мое объявление которое отклонено после правки, опчть просит оплату, хотя оно оплачено?","Добрый день, почему мое объявление которое отклонено после правки, опять просит оплату, хотя оно оплачено?",2886 2894 3254
300,0,typo_two,"Добрый день, почему мое объявение которое отклонено после правки, опять просит оплату, хотя оно оплачнно?","Добрый день, почему мое объявление которое отклонено после правки, опять просит оплату, хотя оно оплачено?",2886 2894 3254
300,0,drop_content,"Добрый день, почему мое которое отклонено после правки, опять просит оплату, хотя оно оплачено?","Добрый день, почему мое объявление которое отклонено после правки, опять просит оплату, хотя оно оплачено?",2886 2894 3254
300,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Добрый день, почему мое объявление которое отклонено после правки, опять просит оплату, хотя оно оплачено?","Добрый день, почему мое объявление которое отклонено после правки, опять просит оплату, хотя оно оплачено?",2886 2894 3254
300,0,topic_distractor,"Добрый день, почему мое объявление которое отклонено после правки, опять просит оплату, хотя оно оплачено? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","Добрый день, почему мое объявление которое отклонено после правки, опять просит оплату, хотя оно оплачено?",2886 2894 3254
300,0,mask_entities,"Добрый день, почему мое объявление которое отклонено после правки, опять просит оплату, хотя оно оплачено?","Добрый день, почему мое объявление которое отклонено после правки, опять просит оплату, хотя оно оплачено?",2886 2894 3254
309,0,original,как вернуть деньги в банк с отмены заказа,как вернуть деньги в банк с отмены заказа,2646 4219 4384 4387
309,0,case_punct,!!! КАК ВЕРНУТЬ ДЕНЬГИ В БАНК С ОТМЕНЫ ЗАКАЗА ???,как вернуть деньги в банк с отмены заказа,2646 4219 4384 4387
309,0,typo_delete,как вернть деньги в банк с отмены заказа,как вернуть деньги в банк с отмены заказа,2646 4219 4384 4387
309,0,typo_swap,как вернуть деньги в банк с отмены закзаа,как вернуть деньги в банк с отмены заказа,2646 4219 4384 4387
309,0,typo_keyboard,как вернуть деньги в банк с отмены закаха,как вернуть деньги в банк с отмены заказа,2646 4219 4384 4387
309,0,typo_two,как веонть деньги в банк с отмены заказа,как вернуть деньги в банк с отмены заказа,2646 4219 4384 4387
309,0,drop_content,как вернуть в банк с отмены заказа,как вернуть деньги в банк с отмены заказа,2646 4219 4384 4387
309,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: как вернуть деньги в банк с отмены заказа",как вернуть деньги в банк с отмены заказа,2646 4219 4384 4387
309,0,topic_distractor,"как вернуть деньги в банк с отмены заказа Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.",как вернуть деньги в банк с отмены заказа,2646 4219 4384 4387
309,0,mask_entities,как вернуть деньги в банк с отмены заказа,как вернуть деньги в банк с отмены заказа,2646 4219 4384 4387
312,0,original,Добрый день! Почему не возвращаются деньги за заказы от которых отказался при выдачи?,Добрый день! Почему не возвращаются деньги за заказы от которых отказался при выдачи?,4219
312,0,case_punct,!!! дОБРЫЙ ДЕНЬ! пОЧЕМУ НЕ ВОЗВРАЩАЮТСЯ ДЕНЬГИ ЗА ЗАКАЗЫ ОТ КОТОРЫХ ОТКАЗАЛСЯ ПРИ ВЫДАЧИ? ???,Добрый день! Почему не возвращаются деньги за заказы от которых отказался при выдачи?,4219
312,0,typo_delete,Добрый день! Почему не возвращаются деньги за заказы от которых отказался при выдчи?,Добрый день! Почему не возвращаются деньги за заказы от которых отказался при выдачи?,4219
312,0,typo_swap,Добрый день! Почему не возвращаются деньги за заказы от котроых отказался при выдачи?,Добрый день! Почему не возвращаются деньги за заказы от которых отказался при выдачи?,4219
312,0,typo_keyboard,Добрый день! Почему не возвращаются деньги за заказы от которых отказался при выжачи?,Добрый день! Почему не возвращаются деньги за заказы от которых отказался при выдачи?,4219
312,0,typo_two,Добрый день! Почему не возвращаются денбги за заказы от которых отказался при выдаи?,Добрый день! Почему не возвращаются деньги за заказы от которых отказался при выдачи?,4219
312,0,drop_content,Добрый день! Почему не возвращаются за заказы от которых отказался при выдачи?,Добрый день! Почему не возвращаются деньги за заказы от которых отказался при выдачи?,4219
